Scientific name;Family;Svenskt namn;Dyntaxa ID number;Establishment;Red-listed;Red-listed values;Time of immigration;Införd;Index of invasive concern;Risk för Invasiv?;Biodiversity relevance (1-8);Antalet andra organismer som är beroende av, eller använder, arten som födokälla, substrat, skydd eller mutualistisk partner.;Nektar produktion (1-7);Heat requirement;Värmekrav klara som lägst (odlingszoner);Cold requirement;Kylkrav (;Temp. optimum;Continentality;Light;Växtnamn;Växtsätt;kontroll;Växtnamn;Medelhöjd (cm);Maxhöjd (cm);Blomningsstart;Blomningsslut;Phenology;Börjar Blomma;Extreme phenology;Sena;Kontroll;Växtnamn;Blommande?;Blomfärg;Kontroll;Ljus;Moisture;Fukt;Soil reaction (pH);pH;Nitrogen (N);Kväve;Phosphorus (P);Fosfor;Salinity;Salttålighet;Grazing/mowing;Bete/slåtter;Soil disturbance;Mark störning;Longevity;Livslängd;Pollinator dependence;Pollinering;Seed dormancy;Vilande frön;Seed bank;Fröbank;Seed disperser;Nitrogen fixation;Photosynthetic pathway;Mycorrhiza;Carnivory;Parasitism;Plantskolor;;1 Siliceous rock;2 Ultrabasic rock;3 Calcareous rock;4 Dry heath;5. Dry meadow;6 Steppic meadow;7 Sand steppe;8 Moist heath;9 Moist meadow;10 Moist calcareous meadow;11 Raised bog;12 Poor/acidic fen;13 Intermediate-rich fen;14 Rich/calcareous fen;15 Tall herb/sedge/reed meadow;16 Oligotrophic water & shores;17 Mesotrophic water & shores;18 Eutrophic water & shores;19 sandy/stony/rocky sea shores;20 Sea shore meadows;21 Base-poor wasteland;22 Base-rich wasteland;23. Arable land;24 Gravelly ground;25 Ruderal;26 Hedgerows, thickets, wood-margins and groves;27 Heath-type deciduous forest;28 Intermediate deciduous forest;29 Herb-rich deciduous forest;30 Alnus glutinosa swamp;31 Fraxinus/Ulmus/Alnus incana swamp;32 Pinus/Betula swamp;33 Picea swamp;34 Heath-type coniferous forest;35 Vaccinium-type coniferous forest;36 Herb-rich coniferous forest;37 Cacareous conifer forest;38 Subalpine Betula forest
Pilosella aurantiaca ssp. dimorpha;Asteraceae;ängsfibbla;774;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;8;8. zon 6;5;;8;7;5;Pilosella aurantiaca ssp. dimorpha;Ört;SANT;Pilosella aurantiaca ssp. dimorpha;10;50;Juli;Augusti;8;8. B Jun;1;22-juni;SANT;Pilosella aurantiaca ssp. dimorpha;Ja;Orange;SANT;5. sol-halvskugga;3;3. torr–mesisk;6;6. subneutral–circumneutral;6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;0d;apomixis (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0
Pilosella cymosa ssp. cymosa;Asteraceae;kvastfibbla;223743;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;3;5;5. zon 9;3;;8;8;7;Pilosella cymosa ssp. cymosa;Ört;SANT;Pilosella cymosa ssp. cymosa;10;40;Juni;Augusti;7;7.S Maj;2;07-juli;SANT;Pilosella cymosa ssp. cymosa;Ja;Gul;SANT;7. alltid full sol;2;2. torr;6;6. subneutral–circumneutral;5;5. måttligt kväverik;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella cymosa ssp. gotlandica;Asteraceae;Vätfibbla;220002;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;5;5. zon 9;4;;9;6;7;Pilosella cymosa ssp. gotlandica;Ört;SANT;Pilosella cymosa ssp. gotlandica;10;50;Juli;Augusti;7;7.S Maj;2;07-juli;SANT;Pilosella cymosa ssp. gotlandica;Ja;Gul;SANT;7. alltid full sol;6;6. fuktig;8;8. alkalisk (pH > 7.5);1;1. mkt kvävefattigt;1;1. undviker jordar med hög tillgång på fosfor;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;2;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella cymosiformis (Froel.) Gottschl.;Asteraceae;stäppfibbla;264776;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;12;12. zon 2;5;;6;9;6;Pilosella cymosiformis (Froel.) Gottschl.;Ört;SANT;Pilosella cymosiformis (Froel.) Gottschl.;10;50;Juli;Augusti;7;7.S Maj;2;07-juli;SANT;Pilosella cymosiformis (Froel.) Gottschl.;Ja;Orange;SANT;6. sol, men tål viss skugga;2;2. torr;7;7. circumneutral (pH 6.5–7.5);4;4. måttligt kvävefattig – måttligt kväverik;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella dichotoma (Fr. ex Lindeb.) Soják;Asteraceae;gaffelfibbla;220275;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;13;13. zon 1;7;;7;6;7;Pilosella dichotoma (Fr. ex Lindeb.) Soják;Ört;SANT;Pilosella dichotoma (Fr. ex Lindeb.) Soják;15;30;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Pilosella dichotoma (Fr. ex Lindeb.) Soják;Ja;Gul;SANT;7. alltid full sol;3;3. torr–mesisk;7;7. circumneutral (pH 6.5–7.5);2;2. måttligt–mycket kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;3;kortlivad perenn (ofta hapaxantisk men kan ibland blomma ytterligare år);0d;apomixis (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella lactucella (Wallr.) P. D. Sell & C. West;Asteraceae;revfibbla;220278;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;6;6. zon 8;4;;8;5;6;Pilosella lactucella (Wallr.) P. D. Sell & C. West;Ört;SANT;Pilosella lactucella (Wallr.) P. D. Sell & C. West;10;20;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Pilosella lactucella (Wallr.) P. D. Sell & C. West;Ja;Gul;SANT;6. sol, men tål viss skugga;6;6. fuktig;6;6. subneutral–circumneutral;4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;8;8. kräver upprepad/kontinuerlig betning/slåtter;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella officinarum ssp. officinarum;Asteraceae;vanlig gråfibbla;223757;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;3;5;5. zon 9;3;;8;5;7;Pilosella officinarum ssp. officinarum;Ört;SANT;Pilosella officinarum ssp. officinarum;10;40;Juni;Augusti;7;7.S Maj;2;07-juli;SANT;Pilosella officinarum ssp. officinarum;Ja;Gul;SANT;7. alltid full sol;1;1. mycket torr;3;3. måttligt sur (pH 4.5–5.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;7;7. starkt gynnad av betning/slåtter och försvinner inom några år om hantering upphör;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;1;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella officinarum ssp. peleteranum;Asteraceae;mattfibbla;223391;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;5;5. zon 9;3;;8;5;7;Pilosella officinarum ssp. peleteranum;Ört;SANT;Pilosella officinarum ssp. peleteranum;10;30;Juni;Augusti;7;7.S Maj;2;07-juli;SANT;Pilosella officinarum ssp. peleteranum;Ja;Gul;SANT;7. alltid full sol;1;1. mycket torr;7;7. circumneutral (pH 6.5–7.5);2;2. måttligt–mycket kvävefattig;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;1;2;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella pseudoblyttii (Norrl.) Norrl.;Asteraceae;glatt brandfibbla;223738;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;8;8. zon 6;10;;11;9;6;Pilosella pseudoblyttii (Norrl.) Norrl.;Ört;SANT;Pilosella pseudoblyttii (Norrl.) Norrl.;10;40;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Pilosella pseudoblyttii (Norrl.) Norrl.;Ja;Gul;SANT;6. sol, men tål viss skugga;3;3. torr–mesisk;5;5. subneutral (pH 5.5–6.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella sphaerocephala (Froel.) P. D. Sell & C. West;Asteraceae;nickfibbla;220280;Resident;EN;3;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;5;5. zon 9;13;;14;6;7;Pilosella sphaerocephala (Froel.) P. D. Sell & C. West;Ört;SANT;Pilosella sphaerocephala (Froel.) P. D. Sell & C. West;10;30;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Pilosella sphaerocephala (Froel.) P. D. Sell & C. West;Ja;Gul;SANT;7. alltid full sol;4;4. mesisk;5;5. subneutral (pH 5.5–6.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering; ;Ingen data;4;långlivad perenn;0d;apomixis (främst eller endast);3;med morfologisk, fysikalisk eller mekanisk viloläge, eller med mellanliggande fysiologisk viloläge som resulterar i mycket långsam groning men oberoende av temperatur och säsong (eller kräver <35 dagar av kallstratifiering); ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella suecica (Fr.) F. W. Schultz & Sch. Bip.;Asteraceae;svenskfibbla;220277;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;4;4. trädgränsen;9;;12;5;6;Pilosella suecica (Fr.) F. W. Schultz & Sch. Bip.;Ört;SANT;Pilosella suecica (Fr.) F. W. Schultz & Sch. Bip.;10;50;Juli;Augusti;8;8. B Jun;1;22-juni;SANT;Pilosella suecica (Fr.) F. W. Schultz & Sch. Bip.;Ja;Gul;SANT;6. sol, men tål viss skugga;5;5. mesisk–fuktig;6;6. subneutral–circumneutral;4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella transbotnica (Norrl.) T.Tyler;Asteraceae;bottnisk kvastfibbla;6033356;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;7;7. zon 7;11;;12;8;7;Pilosella transbotnica (Norrl.) T.Tyler;Ört;SANT;Pilosella transbotnica (Norrl.) T.Tyler;10;40;Juli;Augusti;7;7.S Maj;2;07-juli;SANT;Pilosella transbotnica (Norrl.) T.Tyler;Ja;Gul;SANT;7. alltid full sol;2;2. torr;5;5. subneutral (pH 5.5–6.5);5;5. måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data; ;Ingen data;AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilularia globulifera L.;Marsileaceae;klotgräs;1241;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;10;10. zon 4;4;;6;3;6;Pilularia globulifera L.;Vattenväxt;SANT;Pilularia globulifera L.;5;15;Juli;Augusti;8;8. B Jun;1;22-juni;SANT;Pilularia globulifera L.;Nej;;SANT;6. sol, men tål viss skugga;10;10. tillfälligt översvämmad;3;3. måttligt sur (pH 4.5–5.5);2;2. måttligt–mycket kvävefattig;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;;0;Nej;;;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pimpinella major (L.) Huds.;Apiaceae;stor bockrot;1242;Resident;EN;3;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;5;8;8. zon 6;3;;6;7;5;Pimpinella major (L.) Huds.;Ört;SANT;Pimpinella major (L.) Huds.;50;150;Juli;Augusti;11;11. S Jul;4;06-aug.;SANT;Pimpinella major (L.) Huds.;Ja;Vit;SANT;5. sol-halvskugga;5;5. mesisk–fuktig;7;7. circumneutral (pH 6.5–7.5);5;5. måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
Pimpinella saxifraga L.;Apiaceae;bockrot;219706;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;5;4;4. trädgränsen;3;;8;5;5;Pimpinella saxifraga L.;Ört;SANT;Pimpinella saxifraga L.;30;70;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Pimpinella saxifraga L.;Ja;Vit;SANT;5. sol-halvskugga;3;3. torr–mesisk;6;6. subneutral–circumneutral;3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;1;1;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Pinguicula alpina L.;Lentibulariaceae;fjälltätört;219708;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;3;3. låg-alpinzon;7;;12;8;7;Pinguicula alpina L.;Ört;SANT;Pinguicula alpina L.;5;15;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Pinguicula alpina L.;Ja;Vit;SANT;7. alltid full sol;7;7. fuktig–våt;8;8. alkalisk (pH > 7.5);1;1. mkt kvävefattigt;1;1. undviker jordar med hög tillgång på fosfor;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;None;1;Nej;;;0;0;0;0;0;0;0;0;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pinguicula villosa L.;Lentibulariaceae;dvärgtätört;221766;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;3;3. låg-alpinzon;12;;14;8;6;Pinguicula villosa L.;Ört;SANT;Pinguicula villosa L.;5;10;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Pinguicula villosa L.;Ja;Vit;SANT;6. sol, men tål viss skugga;7;7. fuktig–våt;4;4. måttligt sur – subneutral;1;1. mkt kvävefattigt;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn; ;ingen data;4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering; ;Ingen data;Passive;Nej;C3;None;1;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Platanthera chlorantha (Custer) Rchb.;Orchidaceae;grönvit nattviol;219875;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;10;10. zon 4;3;;5;4;4;Platanthera chlorantha (Custer) Rchb.;Ört;SANT;Platanthera chlorantha (Custer) Rchb.;20;50;Juni;Juli;9;9. S Jun;2;07-juli;SANT;Platanthera chlorantha (Custer) Rchb.;Ja;Grön;SANT;4. halvskugga-måttlig skugga;6;6. fuktig;4;4. måttligt sur – subneutral;5;5. måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;2b;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);AirD;Nej;C3;OrkM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;1;0;0;0;0;1;0;0
Platanthera obtusata (Banks ex Pursh) Lindl.;Orchidaceae;lappfela;1248;Resident;EN;3;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;3;3. låg-alpinzon;16;;16;;6;Platanthera obtusata (Banks ex Pursh) Lindl.;Ört;SANT;Platanthera obtusata (Banks ex Pursh) Lindl.;10;30;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Platanthera obtusata (Banks ex Pursh) Lindl.;Ja;Grön;SANT;6. sol, men tål viss skugga;6;6. fuktig;8;8. alkalisk (pH > 7.5); ;Ingen data;1;1. undviker jordar med hög tillgång på fosfor;1;inte salttolerant, undviker även svagt salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn; ;ingen data; ;Ingen data; ;Ingen data;AirD;Nej;C3;OrkM;0;Nej;;;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pleurospermum austriacum (L.) Hoffm.;Apiaceae;piploka;1253;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;6;10;10. zon 4;5;;7;8;4;Pleurospermum austriacum (L.) Hoffm.;Ört;SANT;Pleurospermum austriacum (L.) Hoffm.;50;150;Juli;Augusti;7;7.S Maj;2;07-juli;SANT;Pleurospermum austriacum (L.) Hoffm.;Ja;Vit;SANT;4. halvskugga-måttlig skugga;4;4. mesisk;7;7. circumneutral (pH 6.5–7.5);6;6. måttligt–mycket kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;2;tvåårig eller åtminstone döende efter blomning (hapaxant);1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering; ;Ingen data;Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
Poa alpina L.;Poaceae;fjällgröe;219709;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;1;1. hög-alpin/arktiskzon;7;;13;4;7;Poa alpina L.;Gräs;SANT;Poa alpina L.;10;40;Juni;Juli;4;4. B Apr;5;21-aug.;SANT;Poa alpina L.;Ja;Grön;SANT;7. alltid full sol;4;4. mesisk;7;7. circumneutral (pH 6.5–7.5);3;3. måttligt kvävefattig;2;2. missgynnas av hög fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;3;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa arctica R. Br.;Poaceae;polargröe;222625;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;1;1. hög-alpin/arktiskzon;16;;17;;7;Poa arctica R. Br.;Gräs;SANT;Poa arctica R. Br.;10;30;Juli;Augusti; ;Ingen data; ;Ingen data;SANT;Poa arctica R. Br.;Ja;Grön;SANT;7. alltid full sol;6;6. fuktig;5;5. subneutral (pH 5.5–6.5);4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;1;inte salttolerant, undviker även svagt salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn; ;ingen data;2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
